Day of Created At,Id,Name,Taggable,Taggable Id,Type
"4 August, 2017",74347,marketing,course,663,categories
"4 August, 2017",74348,marketing,course,664,categories
"4 August, 2017",74350,marketing,course,665,categories
"4 August, 2017",74354,marketing,course,667,categories
"4 August, 2017",74355,communications,course,667,categories
"4 August, 2017",74356,marketing,course,668,categories
"4 August, 2017",74360,organizational behaviour & leadership,course,669,categories
"4 August, 2017",74362,marketing,course,671,categories
"4 August, 2017",74363,marketing,course,670,categories
"4 August, 2017",74366,marketing,course,672,categories
"4 August, 2017",74369,graphic design,course,673,categories
"4 August, 2017",74371,product development,course,673,categories
"4 August, 2017",74374,marketing,course,674,categories
